"id","class","color","vineyard","fixed.acidity","acid.sulfur","volatile.acidity","sulfur.taste","citric.acid","residual.sugar","chlorides","chlor.class","free.sulfur.dioxide","condition","total.sulfur.dioxide","density","pH","acid.taste","sulphates","acidity.variance","alcohol"
2463,"medium","white","C",7,2.38609371160852,0.16,2.3970579480858,0.32,8.3,0.045,"g1",38,"S2",126,0.9958,3.21,2.64,0.34,0.24,9.2
2464,"good","white","A",7.1,3.18983273689014,0.2,2.51399581303381,0.35,3.2,0.034,"e3",21,"I1",107,0.99195,3.11,2.04,0.54,0.24,11.1
2465,"good","white","E",5.7,2.22291605837177,0.4,1.69753635565582,0.35,5.1,0.026,"h2",17,"S3",113,0.99052,3.18,2.85,0.67,0.24,12.4
2466,"medium","white","B",6.4,2.91882697070472,0.26,6.73535222894845,0.43,12.6,0.033,"e3",64,"I1",230,0.9974,3.08,2.58,0.38,0.24,8.9
2467,"excellent","red","C",10.3,2.6319671565131,0.32,4.46757936413612,0.45,6.4,0.073,"b1",5,"I1",13,0.9976,3.23,1.69,0.82,0.24,12.6
2468,"poor","white","B",7.6,2.88996076901209,0.21,2.49467351037896,0.35,1.2,0.041,"g1",7,"I1",106,0.9914,3.06,2.12,0.45,0,11.3
2469,"good","red","C",6.9,2.70753848420406,0.51,1.70828017410344,0.23,2,0.072,"b2",13,"I1",22,0.99438,3.4,1.85,0.84,0.24,11.2
2470,"good","white","D",7.9,2.72244948035408,0.41,4.5853106910648,0.37,4.5,0.03,"b2",40,"S2",114,0.992,3.17,1.8,0.54,0.24,12.4
2471,"excellent","white","A",6.6,3.53167798369625,0.15,2.0858422080277,0.32,6,0.033,"d3",59,"S2",128,0.99192,3.19,1.64,0.71,0.24,12.1
2472,"good","red","D",13,2.81096763822368,0.47,5.51700061706239,0.49,4.3,0.085,"b2",6,"I1",47,1.0021,3.3,2.3,0.68,0.24,12.7
2473,"medium","red","C",7.4,2.75246201239623,0.36,3.31747907039705,0.29,2.6,0.087,"d2",26,"I2",72,0.99645,3.39,1.75,0.68,0.24,11
2474,"medium","white","D",5.8,2.97495712347614,0.3,1.88108248325754,0.09,6.3,0.042,"d1",36,"I1",138,0.99382,3.15,2.13,0.48,0.24,9.7
2475,"excellent","white","C",5.6,2.34242778728873,0.12,2.6908042613761,0.33,2.9,0.044,"b3",21,"S2",73,0.98896,3.17,2.02,0.32,0.24,12.9
2476,"good","white","D",8.4,2.16213415439837,0.58,2.46770987550835,0.27,12.15,0.033,"g3",37,"I1",116,0.9959,2.99,1.69,0.39,0.24,10.8
2477,"medium","white","B",6.6,2.57730256443678,0.58,3.76793482045724,0.3,5.1,0.057,"c2",30,"I2",123,0.9949,3.24,2.2,0.38,0.24,9
2478,"medium","white","A",6.6,2.59597862315476,0.25,3.35838997928929,0.35,14,0.069,"h2",42,"I1",163,0.999,3.56,2.06,0.47,0.24,9.8
2479,"good","white","E",8.5,2.83286952867593,0.3,2.77565402467143,0.28,3.1,0.054,"b1",54,"S2",174,0.99543,3.21,2.05,0.43,0.24,9.4
2480,"good","white","A",6.5,3.24810055891452,0.21,3.71945783592373,0.28,1.4,0.046,"g2",26,"I1",66,0.99199,3.43,1.84,0.48,0.24,11.1
2481,"good","red","C",7.1,3.72497106370423,0.61,1.95370815506392,0.02,2.5,0.081,"e2",17,"I1",87,0.99745,3.48,1.24,0.6,0.24,9.7
2482,"medium","red","C",9.6,3.15215457068443,0.5,3.4720544912714,0.36,2.8,0.116,"i2",26,"S1",55,0.99722,3.18,1.71,0.68,0.24,10.9
2483,"medium","white","D",6.9,3.29324683983606,0.44,2.37547642558599,0.18,11.8,0.051,"h1",26,"P2",126,0.9975,3.23,1.76,0.48,0.24,9.1
2484,"good","white","E",7.1,2.72213032364571,0.34,2.2084550247601,0.32,2,0.051,"i3",29,"I1",130,0.99354,3.3,2.05,0.5,0.24,10.4
2485,"good","white","E",7.3,2.82198004679584,0.41,3.25550422324785,0.24,6.8,0.057,"f2",41,"S1",163,0.9949,3.2,2.05,0.41,0.24,9.9
2486,"good","white","B",6.8,2.51754282290437,0.23,4.80212405015334,0.39,16.1,0.053,"h2",71,"I1",194,0.9988,3.18,2.34,0.64,0.24,10.2
2487,"good","white","E",6.8,3.3258325879032,0.28,1.67338924874721,0.17,13.9,0.047,"i2",49,"I2",162,0.9983,3.21,2.05,0.51,0.24,9
2488,"excellent","white","B",7.3,2.85118153864549,0.21,3.02579678244942,0.29,1.6,0.034,"f1",29,"S1",118,0.9917,3.3,1.8,0.5,0.24,11
2489,"medium","red","E",9.9,3.34914870232071,0.63,2.85423202523743,0.24,2.4,0.077,"f2",6,"I1",33,0.9974,3.09,2.08,0.57,0.24,9.4
2490,"good","white","B",5.9,2.08431792123882,0.32,2.86475602849993,0.39,3.3,0.114,"g2",24,"I1",140,0.9934,3.09,1.77,0.45,0.24,9.2
2491,"good","white","D",6.4,2.62683119980143,0.105,2.97196973520877,0.29,1.1,0.035,"g1",44,"I1",140,0.99142,3.17,2.65,0.55,0.24,10.7
2492,"medium","white","B",6.6,3.06446796355828,0.26,1.42069903543144,0.56,15.4,0.053,"f3",32,"I1",141,0.9981,3.11,2.19,0.49,0.24,9.3
2493,"good","red","D",8.3,2.70601761488263,0.54,1.60982048628831,0.28,1.9,0.077,"d1",11,"P1",40,0.9978,3.39,2.69,0.61,0.24,10
2494,"excellent","white","D",7.1,3.07420665038602,0.45,2.29781985423492,0.24,2.7,0.04,"c2",24,"I2",87,0.98862,2.94,2.77,0.38,0.24,13.4
2495,"good","red","C",6.9,2.37978096680404,0.41,1.51891296168283,0.31,2,0.079,"c1",21,"S3",51,0.99668,3.47,1.76,0.55,0.24,9.5
2496,"good","white","D",6.7,2.47908236904108,0.26,2.60174199547672,0.29,5.8,0.025,"c3",26,"S1",74,0.9929,3.28,2.28,0.53,0.24,11
2497,"good","red","D",10,2.75270274805732,0.48,1.85063343888474,0.24,2.7,0.102,"f1",13,"I2",32,1,3.28,2.03,0.56,0.24,10
2498,"good","red","D",7.2,2.99257771246723,0.66,3.55898069861905,0.33,2.5,0.068,"h3",34,"I1",102,0.99414,3.27,1.25,0.78,0.24,12.8
2499,"good","white","D",6.9,2.92219786273116,0.33,2.96768055142887,0.62,7.5,0.038,"i3",46,"I1",132,0.99143,3.23,2.07,0.43,0.24,13.4
2500,"medium","red","E",7.3,2.99289100109489,0.45,1.96583176212874,0.36,5.9,0.074,"d3",12,"P2",87,0.9978,3.33,2.75,0.83,0.24,10.5
2501,"medium","white","C",6.8,2.89244470591691,0.27,2.73293426353032,0.22,8.1,0.034,"e2",55,"I1",203,0.9961,3.19,1.66,0.52,0.24,8.9
2502,"good","white","D",7.7,3.45732648169604,0.18,2.12550206887664,0.35,5.8,0.055,"c1",25,"I1",144,0.99576,3.24,2.19,0.54,0.24,10.2
2503,"good","white","B",10,2.90389137364108,0.23,3.1874368772993,0.27,14.1,0.033,"c1",45,"S3",166,0.9988,2.72,1.8,0.43,0.24,9.7
2504,"good","red","C",10.7,3.30766733423176,0.67,2.00797654747461,0.22,2.7,0.107,"f1",17,"I2",34,1.0004,3.28,1.98,0.98,0.24,9.9
2505,"good","white","D",6.7,3.74845935219556,0.13,2.84217741433013,0.29,5.3,0.051,"e1",31,"S1",122,0.9944,3.44,1.74,0.37,0.24,9.7
2506,"good","red","D",7.3,3.06821824495479,0.44,3.95395594850622,0.2,1.6,0.049,"h2",24,"I1",64,0.9935,3.38,2.21,0.57,0.24,11.7
2507,"medium","white","A",6.4,3.7949478432937,0.28,2.75516340911952,0.44,7.1,0.048,"f1",49,"I1",179,0.99528,3.15,3.24,0.48,0.24,9.2
2508,"good","white","C",7,2.92564353391941,0.14,3.86271063643648,0.49,5.9,0.053,"d1",22,"I1",118,0.9954,3.36,2.25,0.36,0.24,9.4
2509,"medium","white","B",6,2.39840534718636,0.27,2.52706146694,0.28,4.8,0.063,"g2",31,"P1",201,0.9964,3.69,2.56,0.71,0.24,10
2510,"medium","white","D",6.3,3.04136478505777,0.31,3.54714804345654,0.34,2.2,0.045,"f3",20,"S1",77,0.9927,3.3,1.5,0.43,0.24,10.2
2511,"medium","white","E",7,3.88990565456215,0.31,2.32854716710733,0.52,1.7,0.029,"b2",5,"I1",61,0.9918,3.07,1.88,0.43,0.24,10.4
2512,"good","white","E",7.7,3.14676606614594,0.46,2.19065911297859,0.18,3.3,0.054,"i2",18,"I1",143,0.99392,3.12,2.48,0.51,0.24,10.8
2513,"medium","white","D",8.3,2.17463573781022,0.21,5.43593901624264,0.41,2.2,0.05,"h2",24,"I2",108,0.994,2.85,1.89,0.45,0.24,9.5
2514,"good","white","D",8,2.96857104306356,0.26,2.28320529975014,0.28,8.2,0.038,"i2",72,"I1",202,0.99566,3.12,1.57,0.56,0.24,10
2515,"good","white","E",6.8,2.92566787835047,0.12,2.15069439559084,0.3,12.9,0.049,"c3",32,"S2",88,0.99654,3.2,2.18,0.35,0.24,9.9
2516,"poor","red","D",6.5,2.9418574501354,0.67,3.76456105171345,0,4.3,0.057,"c3",11,"I1",20,0.99488,3.45,1.75,0.56,0.24,11.8
2517,"good","white","A",6.8,2.82561278059292,0.19,1.62259037624744,0.71,17.5,0.042,"d1",21,"I1",114,0.99784,2.85,2.47,0.5,0.24,9.5
2518,"good","red","B",6.3,2.82982994680527,0.36,2.01554698990577,0.19,3.2,0.075,"e3",15,"I2",39,0.9956,3.56,2.18,0.52,0.24,12.7
2519,"good","white","E",5.4,3.40259475545706,0.23,2.92403116328526,0.36,1.5,0.03,"c2",74,"S1",121,0.98976,3.24,2.62,0.99,0.24,12.1
2520,"good","white","B",6.3,3.2768834234783,0.29,2.5153640666001,0.23,14.2,0.037,"h3",24,"I1",99,0.99528,3.08,2.16,0.38,0.24,10.6
2521,"medium","red","B",6.2,2.98827206401172,0.58,2.97928299718179,0,1.6,0.065,"b3",8,"I1",18,0.9966,3.56,2.47,0.84,0.24,9.4
2522,"excellent","white","E",5.8,2.71883835246044,0.17,1.65969501700666,0.34,1.8,0.045,"g3",96,"I2",170,0.99035,3.38,1.88,0.9,0.24,11.8
2523,"medium","white","D",6.4,2.78119531761411,0.44,2.55717761913272,0.26,2,0.054,"h3",20,"I2",180,0.9952,3.58,2.15,0.57,0.24,10
2524,"good","white","B",6.5,2.11972645352635,0.25,2.67415816408576,0.27,17.4,0.064,"f1",29,"I1",140,0.99776,3.2,1.98,0.49,0.24,10.1
2525,"good","white","B",7.4,3.13155273291011,0.16,1.72728684825134,0.27,15.5,0.05,"g1",25,"P1",135,0.9984,2.9,1.84,0.43,0.24,8.7
2526,"good","white","A",6.8,3.02930666733688,0.27,3.37935792553917,0.42,7.3,0.054,"f3",58,"I1",200,0.99556,3.12,2.15,0.49,0.24,9.4
2527,"excellent","white","D",7.4,3.70586383482366,0.4,1.58896009933888,0.29,5.4,0.044,"e3",31,"S2",122,0.994,3.3,1.87,0.5,0.24,11.1
2528,"good","white","E",5.9,1.8839639253042,0.27,2.23919578698243,0.32,2,0.034,"e1",31,"S2",102,0.98952,3.16,1.65,0.56,0.24,12.3
2529,"good","white","E",7,3.88803120432608,0.2,3.23415179908685,0.34,5.7,0.035,"e2",32,"P2",83,0.9928,3.19,1.39,0.46,0.24,11.5
2530,"good","white","C",6.3,3.09965628202982,0.21,2.52768555299213,0.4,1.7,0.031,"i3",48,"S1",134,0.9917,3.42,1.81,0.49,0.24,11.5
2531,"good","white","A",6.2,2.506557260904,0.25,1.59622360250162,0.25,1.4,0.03,"h1",35,"I1",105,0.9912,3.3,2.03,0.44,0.24,11.1
2532,"good","white","E",6.4,2.36199281305909,0.25,1.82762352824137,0.3,5.5,0.038,"h2",15,"S1",129,0.9948,3.14,2.34,0.49,0.24,9.6
2533,"good","white","D",6.8,2.97369866362018,0.19,2.49483823659092,0.34,1.9,0.04,"f3",41,"S3",108,0.99,3.25,2.78,0.45,0.24,12.9
2534,"good","red","D",7.3,3.06101709282109,0.67,1.87061146884954,0.02,2.2,0.072,"g1",31,"I1",92,0.99566,3.32,2.03,0.68,0,11.1
2535,"good","white","B",5.8,2.29550044345912,0.14,4.19411032477248,0.15,6.1,0.042,"i1",27,"I2",123,0.99362,3.06,1.81,0.6,0.24,9.9
2536,"good","white","D",6.5,3.86550828868066,0.37,3.24131787948581,0.33,3.9,0.027,"g2",40,"E",130,0.9906,3.28,2.37,0.39,0.24,12.7
2537,"excellent","red","D",7.2,2.55428878484738,0.38,3.67451145686283,0.31,2,0.056,"c3",15,"I1",29,0.99472,3.23,1.86,0.76,0.24,11.3
2538,"good","white","D",8,3.53910112711408,0.3,3.33921990604394,0.28,5.7,0.044,"f3",31,"P2",124,0.9948,3.16,1.74,0.51,0.24,10.2
2539,"medium","white","D",6.8,2.92898820568465,0.3,3.26530933474534,0.24,6.6,0.123,"c2",35,"S1",116,0.9953,3.07,1.89,0.48,0.24,9.4
2540,"medium","red","B",9,3.3019780620475,0.47,3.16884483039697,0.31,2.7,0.084,"d1",24,"I1",125,0.9984,3.31,2.25,0.61,0.24,9.4
2541,"good","red","E",8.7,3.28848091445132,0.69,1.89091641217649,0.31,3,0.086,"d3",23,"I2",81,1.0002,3.48,1.96,0.74,0.24,11.6
2542,"good","white","A",5.8,2.09701506858262,0.36,6.70499881191568,0.32,1.7,0.033,"b2",22,"I1",96,0.9898,3.03,2.17,0.38,0.24,11.2
2543,"good","red","B",10.5,3.75803223314648,0.43,1.43629048013484,0.35,3.3,0.092,"e1",24,"I1",70,0.99798,3.21,2.07,0.69,0.24,10.5
2544,"medium","white","E",5.8,3.53789490836417,0.15,1.5226649465694,0.49,1.1,0.048,"h1",21,"I1",98,0.9929,3.19,1.36,0.48,0.24,9.2
2545,"good","red","B",6.7,2.63981983018113,0.46,3.58502589304957,0.24,1.7,0.077,"b2",18,"P2",34,0.9948,3.39,1.99,0.6,0.24,10.6
2546,"good","white","C",6.9,2.67236095128631,0.22,4.06651162466251,0.31,6.3,0.029,"f1",41,"I1",131,0.99326,3.08,2.09,0.49,0.24,10.8
2547,"good","white","D",9.2,2.07612643941031,0.28,4.39593733452904,0.41,1,0.042,"c2",14,"S1",59,0.9922,2.96,1.79,0.25,0.24,10.5
2548,"medium","red","D",7.4,4.09207983902551,0.55,1.54249526220647,0.19,1.8,0.082,"h2",15,"I1",34,0.99655,3.49,2.76,0.68,0.24,10.5
2549,"medium","white","E",5.9,3.57084594629917,0.17,3.40710976984393,0.28,0.7,0.027,"f2",5,"S2",28,0.98985,3.13,2.23,0.32,0.24,10.6
2550,"good","white","B",6.7,3.45513458105152,0.18,2.20712463771033,0.37,1.3,0.027,"i2",42,"I2",125,0.98939,3.24,1.76,0.37,0.24,12.8
2551,"medium","red","B",7.3,1.80743690063803,0.59,1.72732500048045,0.26,7.2,0.07,"h1",35,"I1",121,0.9981,3.37,1.71,0.49,0.24,9.4
2552,"good","white","A",6.9,2.88060554071263,0.19,2.28385430302727,0.33,1.6,0.039,"f1",27,"I1",98,0.9898,3.09,2.47,0.46,0.24,12.3
2553,"good","white","C",7.9,2.67937995678615,0.14,1.61874241896837,0.74,1.2,0.028,"e2",30,"I1",165,0.991,3.08,2.03,0.82,0.24,12.3
2554,"medium","red","D",7.9,2.35227478244311,0.66,4.24910164617993,0,1.4,0.096,"d2",6,"I1",13,0.99569,3.43,2.17,0.58,0.24,9.5
2555,"good","white","E",6.3,2.58758324071473,0.23,2.52392387285488,0.3,1.8,0.033,"c3",16,"I2",91,0.9906,3.28,1.65,0.4,0.24,11.8
2556,"good","white","C",8.2,2.79976352675813,0.2,2.48620220484422,0.49,3.5,0.057,"i1",14,"I1",108,0.9928,3.19,1.92,0.35,0.24,11.5
2557,"good","red","D",5.9,3.56411033836497,0.395,3.55979451268739,0.13,2.4,0.056,"e3",14,"I2",28,0.99362,3.62,2.28,0.67,0.24,12.4
2558,"good","white","C",7.3,2.45400019174822,0.26,2.43770227015907,0.32,1.2,0.041,"c3",29,"I1",94,0.98978,3.07,1.73,0.45,0.24,12
2559,"excellent","white","D",7,3.16687183863878,0.23,3.008799444586,0.36,7.1,0.028,"i1",31,"I1",104,0.9922,3.35,2,0.47,0.24,12.1
2560,"medium","white","B",6.6,2.75219188133982,0.25,2.14317918105982,0.33,8.5,0.042,"g1",29,"S2",141,0.99546,3.28,1.79,0.6,0.24,10.4
2561,"good","white","E",6.5,2.69945376368118,0.4,2.74718944454442,0.31,3.5,0.046,"d2",22,"I1",147,0.99024,3.15,2.1,0.31,0.24,12
2562,"medium","red","E",6.2,2.75275097940893,0.56,1.86287615198302,0.09,1.7,0.053,"h1",24,"S3",32,0.99402,3.54,2.93,0.6,0.24,11.3
2563,"good","red","E",12.4,3.15614467932885,0.4,2.84918167625343,0.51,2,0.059,"d1",6,"S1",24,0.9994,3.04,1.64,0.6,0,9.3
2564,"good","white","D",7.1,3.36672081569413,0.2,5.49946842764656,0.34,16,0.05,"c1",51,"I1",166,0.9985,3.21,2.35,0.6,0.24,9.2
2565,"good","white","C",6.9,2.7622801759751,0.28,1.92935791535436,0.3,1.6,0.047,"c2",46,"I1",132,0.9918,3.35,1.38,0.38,0.24,11.1
2566,"good","white","D",5.9,2.80627188506186,0.48,2.70548300663939,0.3,1.5,0.037,"i1",19,"I2",78,0.99057,3.47,2.14,0.42,0.24,11.9
2567,"medium","white","D",6.6,2.93634615833593,0.34,2.93219258307221,0.34,2.6,0.051,"d1",40.5,"I2",210,0.99314,3.15,1.99,0.61,0.24,10
2568,"good","white","D",6.3,3.06654761780786,0.4,2.42743305656902,0.32,10.6,0.049,"e2",38,"P1",209,0.9981,3.47,2.87,0.59,0.24,9.3
2569,"good","red","D",9.1,3.15369818328286,0.3,1.77398323740236,0.34,2,0.064,"b1",12,"I1",25,0.99516,3.26,2.48,0.84,0.24,11.7
2570,"good","white","B",8,3.44596371496437,0.17,3.21310217523631,0.29,2.4,0.029,"h2",52,"I1",119,0.98944,3.03,1.67,0.33,0.24,12.9
2571,"medium","red","E",7.5,2.92869752480545,0.61,2.43618410726921,0.26,1.9,0.073,"f1",24,"I2",88,0.99612,3.3,1.89,0.53,0.24,9.8
2572,"good","white","E",7.2,2.45869708367567,0.19,1.98721695105583,0.31,6.3,0.034,"b2",17,"I1",103,0.99305,3.15,1.93,0.52,0.24,11.4
2573,"good","white","D",8,3.04435509186476,0.27,2.16318369517129,0.33,1.2,0.05,"g1",41,"I1",103,0.99002,3,1.38,0.45,0.24,12.4
2574,"good","white","D",7.7,2.58292748774088,0.25,2.94013872828768,0.43,4.5,0.062,"d2",20,"I2",115,0.9966,3.38,2.19,0.5,0.24,9.9
2575,"good","white","E",6.6,2.33593935496036,0.21,3.39528686174538,0.29,5.35,0.029,"d2",43,"S2",106,0.99112,2.93,2.32,0.43,0.24,11.5
2576,"good","white","D",6.6,3.25465592450927,0.17,2.87399042135738,0.38,1.5,0.032,"g3",28,"I1",112,0.9914,3.25,2.27,0.55,0.24,11.4
2577,"good","white","B",6,2.49189867531157,0.2,2.37396298653739,0.33,1.1,0.039,"d1",45,"I1",126,0.99051,3.31,2.68,0.45,0.24,11.6
2578,"medium","white","D",6.4,3.23370704795786,0.24,3.22147211462816,0.23,7.3,0.069,"d1",31,"I1",157,0.9962,3.25,3.23,0.53,0.24,9.1
2579,"good","red","E",8.4,2.69219237272783,0.36,2.57977407975862,0.32,2.2,0.081,"d3",32,"S3",79,0.9964,3.3,1.59,0.72,0.24,11
2580,"medium","red","A",8.3,3.2487063673362,0.65,2.17074421337299,0.1,2.9,0.089,"h3",17,"I1",40,0.99803,3.29,2.19,0.55,0.24,9.5
2581,"medium","red","D",7.9,3.02276612054048,0.72,3.01998617042259,0.01,1.9,0.076,"d2",7,"I2",32,0.99668,3.39,1.9,0.54,0.24,9.6
2582,"good","white","C",8,2.46858030828872,0.28,3.99514136598203,0.32,7.6,0.045,"b1",61,"I1",204,0.99543,3.1,1.87,0.55,0.24,10.1
2583,"medium","white","C",7.1,1.48629082599604,0.43,2.77438163492042,0.61,11.8,0.045,"e1",54,"S1",155,0.9974,3.11,2.07,0.45,0.24,8.7
2584,"good","white","C",7.2,2.9746509961658,0.24,2.72617361949539,0.3,1.2,0.037,"h3",11,"I1",95,0.98914,2.96,1.77,0.36,0.24,12.5
2585,"good","red","D",9.6,3.48285456105873,0.77,2.0822194512226,0.12,2.9,0.082,"c3",30,"I1",74,0.99865,3.3,1.87,0.64,0.24,10.4
2586,"good","white","C",6.1,3.63161881959766,0.32,3.81794351003167,0.24,1.5,0.036,"b1",38,"I1",124,0.9898,3.29,1.92,0.42,0.24,12.4
2587,"medium","white","B",9.1,2.89243080427922,0.28,2.73512328164664,0.49,2,0.059,"i2",10,"I2",112,0.9958,3.15,1.48,0.46,0.24,10.1
2588,"medium","white","D",8.2,2.37409856055974,0.36,1.83869034032636,0.29,7.6,0.035,"g2",37,"I1",122,0.9939,3.16,2.31,0.34,0.24,12
2589,"medium","red","A",11.9,2.31985943916777,0.38,4.09850430854128,0.49,2.7,0.098,"h2",12,"I1",42,1.0004,3.16,1.45,0.61,0.24,10.3
2590,"good","white","D",8,3.20365831974789,0.14,3.1121187056417,0.33,1.2,0.045,"c2",71,"I1",162,0.9914,3.07,2.26,0.47,0.24,11
2591,"good","red","A",7.4,2.2737016086226,0.36,2.05304857854335,0.34,1.8,0.075,"i3",18,"S1",38,0.9933,3.38,1.64,0.88,0.24,13.6
2592,"good","white","D",6.7,2.45794959705342,0.18,1.83985447064773,0.28,10.2,0.039,"b3",29,"I1",115,0.99469,3.11,2.44,0.45,0.24,10.9
2593,"good","white","D",6.7,3.57387842317121,0.19,3.36385917891496,0.39,1,0.032,"d3",14,"S2",71,0.98912,3.31,2.24,0.38,0.24,13
2594,"medium","white","E",8,3.15194048096934,0.24,1.74287439392734,0.48,6.8,0.047,"d1",13,"S2",134,0.99616,3.23,2.83,0.7,0.24,10
2595,"good","red","B",6.7,3.20729200025612,0.28,4.41333072419104,0.28,2.4,0.012,"c3",36,"S1",100,0.99064,3.26,2.48,0.39,0.24,11.7
2596,"medium","white","A",7.2,3.25312267918844,0.29,2.43998437605006,0.2,7.7,0.046,"g3",51,"I2",174,0.99582,3.16,2.28,0.52,0.24,9.5
2597,"excellent","white","C",5.4,2.80433862684364,0.53,2.45544024548125,0.16,2.7,0.036,"g1",34,"P1",128,0.98856,3.2,1.62,0.53,0.24,13.2
2598,"good","white","B",6.6,3.07551820050141,0.17,4.16821499613517,0.35,2.6,0.03,"i1",33,"I2",78,0.99146,3.22,2.28,0.72,0.24,11.3
2599,"good","white","E",5.8,3.29110600817671,0.12,2.86160601120389,0.21,1.3,0.056,"b1",35,"I1",121,0.9908,3.32,2.52,0.33,0.24,11.4
2600,"good","white","B",7.7,3.46843616914811,0.27,3.67910001177816,0.49,3.8,0.037,"f1",46,"I2",139,0.99116,3.04,2.02,0.38,0.24,11.6
2601,"medium","white","C",7.1,3.87038973785503,0.33,2.97990048568319,0.64,13.2,0.056,"e3",12,"I1",105,0.9972,3.05,1.76,0.39,0.24,9.2
2602,"good","red","E",8.9,3.23095958666387,0.59,2.38063634902893,0.5,2,0.337,"f1",27,"I1",81,0.9964,3.04,2.06,1.61,0.24,9.5
2603,"good","white","A",7,2.81568103646557,0.2,3.14458940073387,0.33,4.7,0.03,"g1",25,"S1",76,0.99202,2.88,2.16,0.54,0.24,10.5
2604,"good","white","D",8.5,2.55153993125954,0.19,2.08893884395668,0.48,1.1,0.026,"f2",23,"I2",58,0.99184,2.9,1.67,0.5,0.24,10.5
2605,"good","white","B",6.8,2.3873460718049,0.22,2.0645363987274,0.3,10.6,0.07,"h3",67,"I1",194,0.99654,2.89,1.41,0.42,0.24,9
2606,"good","white","B",6,3.84864689888104,0.19,1.85949565441429,0.26,12.4,0.048,"g3",50,"I2",147,0.9972,3.3,2.13,0.36,0.24,8.9
2607,"good","white","B",7.4,2.77749362082265,0.3,1.50877710612138,0.49,8.2,0.055,"g3",49,"I1",188,0.9974,3.52,2.07,0.58,0.24,9.7
2608,"medium","white","A",7.9,2.85001090053735,0.3,2.71230904968734,0.6,1.85,0.048,"d1",13,"I2",106,0.99331,3.24,2.51,0.49,0.24,11.85
2609,"good","red","D",5.8,3.63306802205675,1.01,2.93519092781426,0.66,2,0.039,"b1",15,"I1",88,0.99357,3.66,2.49,0.6,0.24,11.5
2610,"medium","white","B",7.3,3.66895015730843,0.25,3.06031632296127,0.26,7.2,0.048,"i3",52,"I2",207,0.99587,3.12,2.09,0.37,0.24,9.2
2611,"excellent","red","E",5.6,2.48180987087182,0.85,2.60939837627367,0.05,1.4,0.045,"b1",12,"S2",88,0.9924,3.56,1.44,0.82,0.24,12.9
2612,"good","red","E",8.7,3.58321099748201,0.31,2.02064206823173,0.46,1.4,0.059,"h2",11,"S3",25,0.9966,3.36,2.35,0.76,0.24,10.1
2613,"good","white","B",7,3.06448345564848,0.14,3.02615094429113,0.4,1.7,0.035,"i2",16,"I1",85,0.9911,3.19,2.24,0.42,0.24,11.8
2614,"medium","red","A",9.3,2.60757944154954,0.48,2.64266907877934,0.29,2.1,0.127,"h3",6,"I1",16,0.9968,3.22,2.49,0.72,0.24,11.2
2615,"medium","white","B",5.3,2.6173615129703,0.76,3.85511322111088,0.03,2.7,0.043,"b1",27,"I2",93,0.9932,3.34,2.27,0.38,0.24,9.2
2616,"good","red","B",10.4,3.87959426151027,0.43,2.94917975456579,0.5,2.3,0.068,"c3",13,"I1",19,0.996,3.1,1.61,0.87,0.24,11.4
2617,"good","white","D",6.2,3.4215293971087,0.32,4.4918577976004,0.45,2.9,0.029,"d3",37,"I1",94,0.98998,3.25,2.08,0.6,0.24,12.4
2618,"good","white","E",6.7,3.23253285782465,0.16,4.38944202721613,0.32,12.5,0.035,"h3",18,"S1",156,0.99666,2.88,1.92,0.36,0.24,9
2619,"good","white","D",6.9,2.98413856273369,0.34,4.44941000838831,0.49,7.3,0.045,"c1",61,"I1",206,0.9957,3.09,1.56,0.4,0,9
2620,"good","white","D",6.6,2.88514999872578,0.39,3.04335329863733,0.39,11.9,0.057,"d1",51,"S2",221,0.99851,3.26,1.83,0.51,0.24,8.9
2621,"medium","red","D",8.5,2.68929333536597,0.44,4.22108480097934,0.5,1.9,0.369,"f2",15,"S1",38,0.99634,3.01,1.66,1.1,0.24,9.4
2622,"medium","white","D",6.8,3.64692523630208,0.32,3.27609774358959,0.18,7.5,0.041,"h3",71,"I1",223,0.9959,3.14,1.37,0.41,0.24,8.9
2623,"good","white","B",6.2,2.58599111875736,0.29,1.6293837104984,0.26,13.1,0.046,"i2",55,"S3",204,0.99745,3.16,1.7,0.41,0.24,9.6
2624,"good","white","B",6.3,2.8596411607581,0.27,4.36852306938355,0.49,1.2,0.063,"i3",35,"S3",92,0.9911,3.38,2.65,0.42,0.24,12.2
2625,"good","red","D",8.2,3.02762274193137,0.28,2.94283167700666,0.4,2.4,0.052,"f3",4,"I2",10,0.99356,3.33,1.54,0.7,0.24,12.8
2626,"medium","red","E",6.8,2.9799601951979,0.61,2.96602833525526,0.2,1.8,0.077,"d1",11,"I2",65,0.9971,3.54,2.27,0.58,0.24,9.3
2627,"excellent","white","E",6.1,2.45774249641419,0.28,2.93099364218864,0.27,4.7,0.03,"c3",56,"I1",140,0.99042,3.16,1.92,0.42,0.24,12.5
2628,"medium","white","C",6.5,2.81376180342212,0.36,3.17771870985332,0.32,1.1,0.031,"d3",13,"S1",66,0.9916,3.1,3.26,0.46,0.24,10.6
2629,"excellent","white","B",7.6,2.89155073159113,0.2,2.65931351999209,0.3,14.2,0.056,"g3",53,"S2",212.5,0.999,3.14,2.26,0.46,0.24,8.9
2630,"good","white","D",6.7,2.58448236464659,0.22,3.43810009868996,0.39,1.2,0.049,"e3",26,"S2",152,0.99346,3.5,1.42,0.47,0.24,10
